ID_TRANSACCION;FECHA;CREDITOS
3538618;2000-01-06;6333
8013697;2000-01-06;6437
2557184;2000-01-06;6730
4203022;2000-01-06;6578
1518175;2000-01-06;6608
3906688;2000-01-06;7214
7365795;2000-01-06;7330
3872962;2000-01-06;6170
1205534;2000-01-07;6112
9713273;2000-01-07;6856
4453127;2000-01-07;6667
7415360;2000-01-07;6982
8173461;2000-01-07;6518
598863;2000-01-07;6284
8856262;2000-01-07;7400
2776188;2000-01-07;7207
3395990;2000-01-07;7236
7882937;2000-01-07;6413
6626818;2000-01-07;6127
9981393;2000-01-07;6484
9285687;2000-01-07;6800
5591590;2000-01-07;6516
6612440;2000-01-07;7192
6199628;2000-01-07;6441
6655968;2000-01-07;7378
2799015;2000-01-07;6692
9774733;2000-01-07;7211
8937590;2000-01-07;6337
7119431;2000-01-08;7039
3479569;2000-01-08;6966
3000603;2000-01-08;6453
8711474;2000-01-08;7364
9623856;2000-01-08;7071
1746711;2000-01-08;6823
5687774;2000-01-08;6901
6419707;2000-01-08;6641
8067801;2000-01-08;6409
1523286;2000-01-08;6555
3795961;2000-01-08;7098
8317316;2000-01-08;6094
3277945;2000-01-08;6231
7448340;2000-01-08;6137
283062;2000-01-08;6130
2941992;2000-01-08;7230
4394539;2000-01-08;7025
6195929;2000-01-08;6715
5044505;2000-01-08;6207
903328;2000-01-08;6738
4162958;2000-01-08;6714
1143233;2000-01-08;6309
6568703;2000-01-08;6660
629525;2000-01-08;6613
3793305;2000-01-09;6106
4566271;2000-01-09;7174
4485536;2000-01-09;6455
1452695;2000-01-09;6234
1689228;2000-01-09;7015
1200567;2000-01-09;6924
7806358;2000-01-09;7259
149115;2000-01-09;7067
821747;2000-01-09;7159
5492023;2000-01-09;6456
6057515;2000-01-09;6314
6332753;2000-01-09;7088
5346880;2000-01-09;7164
1504330;2000-01-09;7412
351492;2000-01-09;6632
4135851;2000-01-09;6577
591072;2000-01-09;7123
1186880;2000-01-09;6535
2155723;2000-01-09;7331
2348988;2000-01-09;7234
9802701;2000-01-09;6654
3076242;2000-01-09;7088
4680081;2000-01-09;7093
2748790;2000-01-09;6214
3863024;2000-01-09;7293
4933177;2000-01-09;6757
8372841;2000-01-09;7190
6586460;2000-01-10;6153
6297323;2000-01-10;6817
3721581;2000-01-10;6671
4346238;2000-01-10;7273
6063135;2000-01-10;6549
8914131;2000-01-10;6233
3699865;2000-01-10;6268
5482287;2000-01-10;7103
8090340;2000-01-10;6909
1139458;2000-01-10;6211
3872811;2000-01-10;6188
2417336;2000-01-10;7021
2863642;2000-01-10;6173
7789684;2000-01-10;7184
3888340;2000-01-10;7028
297775;2000-01-10;6185
2486488;2000-01-10;6189
887494;2000-01-10;7407
5951244;2000-01-10;6580
5432660;2000-01-10;6575
9689801;2000-01-10;7172
6937433;2000-01-10;7354
8515398;2000-01-11;6664
548345;2000-01-11;7158
9237682;2000-01-11;7395
7927494;2000-01-11;6825
3785501;2000-01-11;6510
1979490;2000-01-11;6133
5084445;2000-01-11;7323
7039705;2000-01-11;7316
7102587;2000-01-11;6416
6842471;2000-01-11;7014
1554908;2000-01-11;6177
3419144;2000-01-11;6299
8793670;2000-01-11;6367
5906466;2000-01-11;6472
5844588;2000-01-11;7419
5404509;2000-01-11;7016
7768216;2000-01-11;6593
5049499;2000-01-11;7070
2487312;2000-01-11;7310
3793976;2000-01-11;7369
6162903;2000-01-11;6153
4508224;2000-01-11;6607
4135493;2000-01-11;6219
6755623;2000-01-12;6637
7786841;2000-01-12;6859
7078737;2000-01-12;7316
1444027;2000-01-12;6187
4266500;2000-01-12;7258
7567048;2000-01-12;6819
9279875;2000-01-12;6297
7984479;2000-01-12;6630
597562;2000-01-12;7125
4678238;2000-01-12;6723
4137776;2000-01-12;7405
4110912;2000-01-12;6583
4611732;2000-01-12;7087
5662067;2000-01-12;6605
5337196;2000-01-12;7194
4985211;2000-01-12;6843
6226319;2000-01-12;6161
1700396;2000-01-12;6125
3411149;2000-01-12;6255
8611010;2000-01-12;6093
9655196;2000-01-12;6177
2596081;2000-01-12;7009
3296340;2000-01-13;6643
8651881;2000-01-13;7134
5487408;2000-01-13;6938
5792493;2000-01-13;7162
8347752;2000-01-13;7294
1187341;2000-01-13;6908
6295200;2000-01-13;7398
4077266;2000-01-13;6896
5658956;2000-01-13;6934
3131756;2000-01-13;6824
943523;2000-01-13;6198
9034845;2000-01-13;7055
4140479;2000-01-13;6814
192193;2000-01-13;6684
1286887;2000-01-13;7304
8996761;2000-01-13;6477
3434817;2000-01-13;6782
2815514;2000-01-13;7017
2758571;2000-01-13;7150
4934357;2000-01-13;6695
7202173;2000-01-13;7212
4992472;2000-01-13;7113
581680;2000-01-13;6164
5265679;2000-01-13;6137
6280142;2000-01-13;6913
6649546;2000-01-14;6541
8107407;2000-01-14;6544
7485034;2000-01-14;6118
7163410;2000-01-14;6816
9150222;2000-01-14;6796
8101482;2000-01-14;6555
9155605;2000-01-14;7282
1172647;2000-01-14;6249
1731107;2000-01-14;6520
9517063;2000-01-14;6509
5206563;2000-01-14;6199
8334679;2000-01-14;6724
6563768;2000-01-14;7003
9794402;2000-01-14;6766
5706594;2000-01-14;6287
2050367;2000-01-14;6584
2010705;2000-01-14;6078
1701596;2000-01-14;7247
3891481;2000-01-14;6189
5223122;2000-01-14;6881
7857202;2000-01-14;7406
6448564;2000-01-14;6799
4250276;2000-01-14;7322
167661;2000-01-15;6236
6959991;2000-01-15;7277
7685153;2000-01-15;6876
6014988;2000-01-15;6992
6658221;2000-01-15;7140
1407506;2000-01-15;6748
3001614;2000-01-15;6192
3066422;2000-01-15;6800
3808654;2000-01-15;6867
7415436;2000-01-15;7081
218033;2000-01-15;6658
9118873;2000-01-15;6247
5972354;2000-01-15;6458
1315502;2000-01-15;6565
9910404;2000-01-15;6947
2419049;2000-01-15;6845
6392518;2000-01-15;6556
7687768;2000-01-15;7407
3820464;2000-01-15;6893
2292614;2000-01-15;6395
870173;2000-01-15;6212
2355363;2000-01-16;7391
8475741;2000-01-16;6737
5156861;2000-01-16;7051
6536446;2000-01-16;7183
4248887;2000-01-16;7045
9695702;2000-01-16;6797
9157014;2000-01-16;6718
3768866;2000-01-16;7207
4712338;2000-01-16;6352
1133255;2000-01-16;7382
7182212;2000-01-16;7035
8302787;2000-01-16;6344
5089847;2000-01-16;7069
9029285;2000-01-16;6790
7743603;2000-01-16;7030
3194235;2000-01-16;7111
9660067;2000-01-16;6193
6086126;2000-01-16;6758
2959653;2000-01-16;7333
8874533;2000-01-17;7330
2963793;2000-01-17;7196
5009047;2000-01-17;7378
6981289;2000-01-17;6243
7522212;2000-01-17;7061
3857974;2000-01-17;7342
8891689;2000-01-17;6319
7311179;2000-01-17;6165
8867500;2000-01-17;7075
4299591;2000-01-17;6850
5600545;2000-01-17;7211
8391923;2000-01-17;6263
3254240;2000-01-17;7148
9145310;2000-01-17;6347
7896324;2000-01-17;6296
8212074;2000-01-17;6297
2290222;2000-01-17;7174
2819269;2000-01-17;6973
7335574;2000-01-17;6781
5772354;2000-01-17;6559
5305597;2000-01-17;7259
5384958;2000-01-17;6605
8451245;2000-01-18;6214
5382591;2000-01-18;6799
7583058;2000-01-18;6586
2662469;2000-01-18;6692
3186176;2000-01-18;6890
6609590;2000-01-18;6753
5445854;2000-01-18;6804
7590200;2000-01-18;6731
4983680;2000-01-18;6627
3781262;2000-01-18;7117
4733078;2000-01-18;6091
2709089;2000-01-18;6883
2608749;2000-01-18;6838
1014228;2000-01-18;7042
1053959;2000-01-18;6883
8005477;2000-01-18;7191
3469538;2000-01-18;7370
445266;2000-01-18;6537
4637358;2000-01-18;6382
9596563;2000-01-18;6647
6967100;2000-01-18;6463
5375034;2000-01-18;6905
7653974;2000-01-18;7306
9903005;2000-01-18;6263
6197091;2000-01-18;6211
3277993;2000-01-18;6420
7805092;2000-01-18;7055
7683354;2000-01-18;6875
3231209;2000-01-18;6213
9712128;2000-01-18;7315
938761;2000-01-19;7317
7467664;2000-01-19;6542
8988923;2000-01-19;6543
5452825;2000-01-19;7070
9788053;2000-01-19;6685
8987324;2000-01-19;6378
3421127;2000-01-19;6686
2659272;2000-01-19;6265
2376106;2000-01-19;6313
7060534;2000-01-19;6748
7474592;2000-01-19;6640
6675716;2000-01-19;7310
2102324;2000-01-19;6564
6362105;2000-01-19;6859
6771318;2000-01-19;6928
594592;2000-01-19;6092
3678226;2000-01-19;6971
6249031;2000-01-19;6315
2527540;2000-01-19;7372
1815630;2000-01-19;6275
418408;2000-01-19;6635
8956884;2000-01-19;6190
9000019;2000-01-19;7421
3217172;2000-01-19;6753
9372985;2000-01-19;6879
6404680;2000-01-19;6165
4335042;2000-01-19;7087
1998739;2000-01-19;6358
9717944;2000-01-19;7287
1117433;2000-01-19;6352
2794287;2000-01-20;6374
6611634;2000-01-20;6387
4721056;2000-01-20;6982
9076973;2000-01-20;6101
803662;2000-01-20;6215
1405585;2000-01-20;7155
4192097;2000-01-20;6316
2759440;2000-01-20;6956
4043645;2000-01-20;6396
4595013;2000-01-20;6209
6194467;2000-01-20;6403
9723424;2000-01-20;7050
5617366;2000-01-20;7230
3548678;2000-01-20;7196
9615807;2000-01-20;6611
5311593;2000-01-20;6977
8470262;2000-01-20;6352
4946769;2000-01-20;6471
7549607;2000-01-20;7285
4143064;2000-01-20;6092
7329039;2000-01-21;6565
7607324;2000-01-21;7237
6302258;2000-01-21;6371
4439235;2000-01-21;7390
9980860;2000-01-21;7127
3626737;2000-01-21;6229
8890529;2000-01-21;6839
2108960;2000-01-21;7405
4555214;2000-01-21;6711
8576563;2000-01-21;6321
7018889;2000-01-21;6729
3916446;2000-01-21;6767
3476513;2000-01-21;7076
2037878;2000-01-21;7018
6293956;2000-01-21;6618
1805215;2000-01-21;6369
5537149;2000-01-21;6946
9268924;2000-01-22;6621
9855461;2000-01-22;7115
1114929;2000-01-22;6645
2520564;2000-01-22;6553
9968643;2000-01-22;7369
8677064;2000-01-22;6324
2753093;2000-01-22;6197
3403457;2000-01-22;7116
5988997;2000-01-22;6167
7044121;2000-01-22;7205
6338795;2000-01-22;6665
4867348;2000-01-22;7311
816756;2000-01-22;7049
8539834;2000-01-22;6899
6890968;2000-01-22;7356
3851198;2000-01-22;6610
7469434;2000-01-22;7363
3238145;2000-01-22;6257
1326476;2000-01-22;6728
4284056;2000-01-22;6439
9060820;2000-01-22;6804
1600844;2000-01-22;6294
9417776;2000-01-22;7211
3543609;2000-01-22;7217
9715560;2000-01-23;7221
6031161;2000-01-23;6412
6890593;2000-01-23;6736
4951188;2000-01-23;6373
2821864;2000-01-23;7408
4047208;2000-01-23;7349
7084720;2000-01-23;6128
7833308;2000-01-23;7027
3975754;2000-01-23;7324
2804999;2000-01-23;6319
5398217;2000-01-23;6842
1424070;2000-01-23;7311
7464386;2000-01-23;6121
5887749;2000-01-23;7016
1761793;2000-01-23;6476
6676651;2000-01-23;7323
6967218;2000-01-23;7386
9104644;2000-01-23;7350
7566027;2000-01-23;6715
5087696;2000-01-23;7239
528988;2000-01-23;7215
4184752;2000-01-23;6506
4474857;2000-01-23;7194
3077590;2000-01-23;6125
7699600;2000-01-23;6880
6710734;2000-01-23;6385
3397291;2000-01-23;6238
4994287;2000-01-23;6179
8054647;2000-01-23;7015
2590706;2000-01-23;6534
7642535;2000-01-23;7053
9680510;2000-01-23;6163
8147252;2000-01-23;6500
5354224;2000-01-23;6803
6315140;2000-01-23;7142
3837973;2000-01-23;6505
2302575;2000-01-23;6920
4237270;2000-01-24;7152
4417922;2000-01-24;6424
8947905;2000-01-24;6869
7565373;2000-01-24;7401
1120154;2000-01-24;7268
8170924;2000-01-24;6886
6943532;2000-01-24;7295
5045169;2000-01-24;7410
6833215;2000-01-24;7078
8295810;2000-01-24;6163
8004294;2000-01-24;6617
7285197;2000-01-24;7206
8271548;2000-01-24;6386
6814301;2000-01-24;7196
9358731;2000-01-24;6237
8069693;2000-01-24;6138
1959582;2000-01-24;6593
7844064;2000-01-24;6124
2229885;2000-01-24;7367
4820642;2000-01-24;7190
649239;2000-01-24;7156
9045309;2000-01-24;6925
5508753;2000-01-24;6367
3147569;2000-01-24;6774
9759072;2000-01-24;6881
885332;2000-01-24;6784
9256558;2000-01-24;6426
8655080;2000-01-24;6770
497710;2000-01-24;6738
6603216;2000-01-24;7420
4417048;2000-01-24;7286
3288729;2000-01-24;6700
1775843;2000-01-25;6184
8523309;2000-01-25;6372
3329028;2000-01-25;6997
7156993;2000-01-25;6178
1821610;2000-01-25;7224
2439767;2000-01-25;6743
2714235;2000-01-25;6724
591036;2000-01-25;6875
8815912;2000-01-25;7188
6146914;2000-01-25;6544
2810241;2000-01-25;6990
1242953;2000-01-25;6839
4061352;2000-01-25;6435
4078702;2000-01-25;7261
8268984;2000-01-25;7151
426916;2000-01-25;6964
3697706;2000-01-25;7223
4606554;2000-01-25;7246
705409;2000-01-25;7031
9562743;2000-01-25;7205
6949486;2000-01-25;7016
5150405;2000-01-25;6993
8437735;2000-01-25;6910
1825690;2000-01-25;7091
3380772;2000-01-25;6289
8297295;2000-01-25;7264
5909041;2000-01-25;7252
5772605;2000-01-26;7180
2692670;2000-01-26;6248
4910833;2000-01-26;6457
6803459;2000-01-26;6100
6517665;2000-01-26;6658
542061;2000-01-26;7209
3861675;2000-01-26;6604
7515745;2000-01-26;6317
8182655;2000-01-26;7092
8977580;2000-01-26;7140
9612602;2000-01-26;6309
3181328;2000-01-26;7115
5471112;2000-01-26;7354
8651646;2000-01-26;6299
7381505;2000-01-26;7116
5224795;2000-01-26;7031
5511263;2000-01-26;6714
4063735;2000-01-26;6153
2873939;2000-01-27;6252
2035740;2000-01-27;7247
3534955;2000-01-27;7375
5036710;2000-01-27;6117
5255872;2000-01-27;7062
3277326;2000-01-27;7303
1654510;2000-01-27;7232
3863122;2000-01-27;7377
4521590;2000-01-27;7101
2634937;2000-01-27;6672
912461;2000-01-27;6496
4527036;2000-01-27;6508
1818224;2000-01-27;7053
2810626;2000-01-27;7082
9412652;2000-01-27;6345
8006166;2000-01-27;7247
7410108;2000-01-27;7040
9875260;2000-01-27;6834
6540010;2000-01-27;6711
8774163;2000-01-27;6808
544191;2000-01-27;6290
1602337;2000-01-27;6350
3586669;2000-01-27;6198
9409205;2000-01-27;6282
9707366;2000-01-28;6277
5341218;2000-01-28;6702
5250635;2000-01-28;6993
5581140;2000-01-28;6609
7314615;2000-01-28;7391
8110643;2000-01-28;7049
5081262;2000-01-28;6962
4625208;2000-01-28;7097
5390717;2000-01-28;7361
618349;2000-01-28;7300
2981990;2000-01-28;7053
897968;2000-01-28;7086
7992861;2000-01-28;6272
8567691;2000-01-28;6214
6311411;2000-01-28;6845
2755971;2000-01-28;6100
5709125;2000-01-28;6726
2974299;2000-01-28;6359
7439838;2000-01-28;6542
7430292;2000-01-28;7122
1904673;2000-01-28;7345
3038199;2000-01-28;6173
7694378;2000-01-28;6796
9098604;2000-01-28;7266
3982149;2000-01-29;7283
4973062;2000-01-29;6814
7145209;2000-01-29;7178
8539469;2000-01-29;6685
7778073;2000-01-29;6944
4945710;2000-01-29;6785
4100737;2000-01-29;7062
9209609;2000-01-29;6185
7358746;2000-01-29;6156
1543717;2000-01-29;6408
4509352;2000-01-29;6290
5211142;2000-01-29;7252
9694271;2000-01-29;6371
8521928;2000-01-29;7392
8815633;2000-01-29;6530
7006571;2000-01-29;6321
8852967;2000-01-29;7141
1408507;2000-01-29;6964
4166621;2000-01-29;6747
9431795;2000-01-29;6825
200734;2000-01-29;7046
8646310;2000-01-29;6383
2951274;2000-01-29;7420
8199932;2000-01-30;7054
1951317;2000-01-30;6732
2046830;2000-01-30;7254
2714150;2000-01-30;7291
7338987;2000-01-30;6644
4760061;2000-01-30;6449
2705214;2000-01-30;6874
8023641;2000-01-30;7306
2329180;2000-01-30;6359
9484451;2000-01-30;6916
4288891;2000-01-30;6927
9114653;2000-01-30;7064
4131419;2000-01-30;6252
4595511;2000-01-30;7041
1524945;2000-01-30;7302
9880146;2000-01-30;6317
2463999;2000-01-30;6395
9209096;2000-01-30;7386
4890691;2000-01-30;6319
8907673;2000-01-30;7228
5640070;2000-01-31;6656
6591878;2000-01-31;6411
2060826;2000-01-31;6908
2944664;2000-01-31;7029
2713275;2000-01-31;6300
1478369;2000-01-31;6301
2190212;2000-01-31;6124
5330852;2000-01-31;7069
4271774;2000-01-31;6971
252999;2000-01-31;6716
4642923;2000-01-31;7214
8549975;2000-01-31;7162
9241923;2000-01-31;6865
4700108;2000-01-31;7247
2954190;2000-01-31;6353
1384382;2000-01-31;6226
7296042;2000-01-31;6439
3953321;2000-01-31;6152
2754837;2000-01-31;6792
7784365;2000-01-31;7339
1142377;2000-01-31;6128
4677033;2000-01-31;6240
6205931;2000-01-31;6685
3357181;2000-01-31;7335
5362696;2000-01-31;6502
9785684;2000-02-01;7010
1280887;2000-02-01;7206
4539850;2000-02-01;7350
7636765;2000-02-01;6997
1996220;2000-02-01;6746
3238744;2000-02-01;6909
8635078;2000-02-01;7248
7035774;2000-02-01;6845
1467223;2000-02-01;6116
9543754;2000-02-01;7332
2528081;2000-02-01;7006
4373445;2000-02-01;6988
3284790;2000-02-01;6366
6781935;2000-02-01;6964
6789142;2000-02-01;6606
9659047;2000-02-01;6954
5090961;2000-02-01;6219
3746804;2000-02-01;6963
747296;2000-02-01;7424
1649302;2000-02-01;6140
3222951;2000-02-01;7394
900101;2000-02-01;6624
4200612;2000-02-01;7250
5977845;2000-02-01;7131
6114126;2000-02-01;6840
2987698;2000-02-02;6095
2532593;2000-02-02;6867
4131464;2000-02-02;6302
3490742;2000-02-02;6942
8645106;2000-02-02;7100
7457804;2000-02-02;6750
6233066;2000-02-02;6807
2987296;2000-02-02;7359
6629845;2000-02-02;7218
2836582;2000-02-02;7309
8056056;2000-02-02;7173
1200500;2000-02-02;6222
1676590;2000-02-02;6276
5694176;2000-02-02;6786
2061977;2000-02-02;6407
7149926;2000-02-02;6718
4132654;2000-02-02;6607
764468;2000-02-02;6816
6600242;2000-02-02;7083
7999963;2000-02-02;7041
7078140;2000-02-02;6778
9368720;2000-02-02;7185
3137099;2000-02-02;6656
6692910;2000-02-03;6421
5661112;2000-02-03;7375
5482858;2000-02-03;6728
5117650;2000-02-03;7163
7288238;2000-02-03;6818
8009699;2000-02-03;6133
3717556;2000-02-03;6930
358517;2000-02-03;7359
9845741;2000-02-03;6887
6528540;2000-02-03;7181
805475;2000-02-03;7268
9236621;2000-02-03;6383
9740686;2000-02-03;6361
4438843;2000-02-03;6900
524226;2000-02-03;6630
4217923;2000-02-03;7209
5713201;2000-02-03;7290
6403745;2000-02-03;6552
798956;2000-02-03;6395
3503096;2000-02-03;7128
6378602;2000-02-03;6446
9243558;2000-02-03;7185
6243326;2000-02-03;6647
275211;2000-02-03;6976
7619817;2000-02-03;6204
7512620;2000-02-03;6917
4357950;2000-02-03;6685
8754406;2000-02-03;6867
6148055;2000-02-03;6302
1983376;2000-02-03;7070
3991113;2000-02-03;7240
7120988;2000-02-03;6367
5883182;2000-02-04;6248
7080571;2000-02-04;6215
5434538;2000-02-04;7053
6449449;2000-02-04;6856
1306861;2000-02-04;6445
3219612;2000-02-04;6182
2991005;2000-02-04;6190
5036600;2000-02-04;7282
4836319;2000-02-04;6334
357681;2000-02-04;6511
8582626;2000-02-04;6381
5729481;2000-02-04;6554
2154780;2000-02-04;6169
8091208;2000-02-04;6776
4523408;2000-02-04;6166
942186;2000-02-04;7155
5452727;2000-02-04;6390
2008802;2000-02-05;6972
7434901;2000-02-05;7149
1648075;2000-02-05;7326
593948;2000-02-05;6392
4268962;2000-02-05;6614
6620645;2000-02-05;6281
6789921;2000-02-05;7415
8483190;2000-02-05;7326
7328161;2000-02-05;6804
880641;2000-02-05;7212
4566134;2000-02-05;6778
1654205;2000-02-05;6917
6706963;2000-02-05;6195
6751143;2000-02-05;7094
2651331;2000-02-05;6247
3227748;2000-02-05;7190
9323644;2000-02-05;7131
4101070;2000-02-05;7032
7465624;2000-02-05;6124
2983791;2000-02-05;6484
3596605;2000-02-05;6430
5048600;2000-02-05;6561
6516438;2000-02-05;6193
9794095;2000-02-05;7340
5411499;2000-02-05;6822
408623;2000-02-05;6487
9733233;2000-02-06;6106
333782;2000-02-06;6282
7006117;2000-02-06;6377
6212674;2000-02-06;7367
4909109;2000-02-06;6848
3835466;2000-02-06;7334
1683246;2000-02-06;6851
826331;2000-02-06;6722
1894291;2000-02-06;6498
6453385;2000-02-06;6893
5052075;2000-02-06;6263
3998606;2000-02-06;7287
2978117;2000-02-06;7194
4581617;2000-02-06;6503
7474626;2000-02-06;7361
5387913;2000-02-06;7189
3833149;2000-02-06;6974
5416741;2000-02-06;6239
2904802;2000-02-06;6720
4257263;2000-02-06;6758
4588198;2000-02-06;6389
9615406;2000-02-06;6183
2833460;2000-02-06;7123
9701869;2000-02-07;7403
4846771;2000-02-07;6398
8740145;2000-02-07;6267
1856124;2000-02-07;6239
941531;2000-02-07;6484
964645;2000-02-07;6211
1528127;2000-02-07;7009
5230076;2000-02-07;6159
8959690;2000-02-07;6762
4354849;2000-02-07;7420
7674587;2000-02-07;7174
6615350;2000-02-07;6905
8436900;2000-02-07;6488
1715777;2000-02-07;6917
3612664;2000-02-07;6786
1073181;2000-02-07;6650
1591633;2000-02-07;6251
2161774;2000-02-07;7272
2556070;2000-02-08;7370
8978234;2000-02-08;6733
388859;2000-02-08;6223
5108341;2000-02-08;6815
4849766;2000-02-08;6688
1646236;2000-02-08;7215
9082913;2000-02-08;6207
4357341;2000-02-08;6734
3859834;2000-02-08;6277
2727988;2000-02-08;6513
5577093;2000-02-08;7070
8692974;2000-02-08;6717
602420;2000-02-08;6582
5629046;2000-02-08;6607
1779161;2000-02-08;6695
9526807;2000-02-08;7135
760902;2000-02-08;7279
7662116;2000-02-08;7364
1638112;2000-02-08;7137
1826676;2000-02-08;6501
9858681;2000-02-08;7004
1785996;2000-02-08;6666
3346417;2000-02-08;6419
9191044;2000-02-08;7210
2618970;2000-02-09;7385
3989877;2000-02-09;7347
1827408;2000-02-09;7133
2901742;2000-02-09;6554
1155675;2000-02-09;6631
6116854;2000-02-09;6817
7536754;2000-02-09;7196
1065188;2000-02-09;6168
2261088;2000-02-09;6648
8118006;2000-02-09;6186
2420484;2000-02-09;6770
4205223;2000-02-09;7288
587510;2000-02-09;7131
6454986;2000-02-09;6382
7709964;2000-02-09;7392
5895250;2000-02-09;6976
4155447;2000-02-09;6089
1773879;2000-02-09;6420
1880752;2000-02-09;6427
3393331;2000-02-09;6168
3864455;2000-02-09;7371
7353817;2000-02-09;6720
4435518;2000-02-09;7284
8891690;2000-02-09;6510
3000737;2000-02-10;6902
1470485;2000-02-10;7348
7145900;2000-02-10;6400
1781076;2000-02-10;6239
8601598;2000-02-10;6341
5412399;2000-02-10;7272
1081883;2000-02-10;6947
1768321;2000-02-10;6461
3393705;2000-02-10;7176
6254512;2000-02-10;7238
9988679;2000-02-10;7218
3859505;2000-02-10;7315
8515414;2000-02-10;6415
5518952;2000-02-10;7094
4709688;2000-02-10;6697
4364423;2000-02-10;7211
8281883;2000-02-10;7058
8406681;2000-02-10;7123
8939765;2000-02-11;6828
1365898;2000-02-11;7171
2220539;2000-02-11;7076
980412;2000-02-11;7265
6047148;2000-02-11;6450
3331185;2000-02-11;6337
7419764;2000-02-11;7263
8806483;2000-02-11;6962
6023098;2000-02-11;6495
1328337;2000-02-11;7077
584814;2000-02-11;7175
8459922;2000-02-11;6905
9714742;2000-02-11;7003
3790583;2000-02-11;6581
1699908;2000-02-11;6802
2264412;2000-02-11;6782
5409792;2000-02-11;7220
2453847;2000-02-11;7209
2992478;2000-02-11;7199
2084117;2000-02-11;6090
6049852;2000-02-11;7087
129725;2000-02-11;7099
9674182;2000-02-11;6991
9284536;2000-02-11;7096
988036;2000-02-11;7211
3071783;2000-02-11;6710
2762761;2000-02-11;6753
4842297;2000-02-12;6732
3968452;2000-02-12;6884
8174037;2000-02-12;6888
1412743;2000-02-12;6106
7520105;2000-02-12;6510
204195;2000-02-12;6934
7108443;2000-02-12;6276
5376728;2000-02-12;7014
4201036;2000-02-12;7082
9827094;2000-02-12;7400
2265251;2000-02-12;6358
